mean,std,skewness,kurtosis,rms,mad,dominant_freq,total_power,mean_ibi,ibi_std,mean_peak_amp,HR,sdnn,rmssd,nn50,pnn50,lf_power,hf_power,lf_hf_ratio,HR
-155458415.740796,382496153.3440616,0.7767836248012463,0.3173619157052245,412880886.391756,294168003.3444285,0.0,7.374123700109821e+17,0.8027777777777779,0.0584654588329144,65524286.59516925,76,1507548.8833264844,922049.3368232016,298,99.66555183946488,89793455429.51268,697812158190.5132,0.1286785481960572,76
184194264.1156737,385551560.8914607,-0.5693846526330032,-0.3001506849216606,427290923.1881205,315439737.8175869,0.3,1.2264036521118438e+18,0.796969696969697,0.1218166741954047,442965785.1236334,74,1673418.5113519502,1071627.9959080694,298,99.66555183946488,212841418598.02405,2181567264146.0972,0.0975635370479093,74
-310312918.552108,246455929.30034825,1.541673558593851,2.461458536724714,396275954.99553776,177193049.8957385,0.1,2.9545120960381274e+17,0.741025641025641,0.2021905026022187,-227839790.49047855,79,1206465.3347568351,1117897.4731353817,298,99.66555183946488,102420019614.22916,180127020645.41235,0.568598865662955,79
-30412700.36712499,481254700.8177421,0.3757480656056065,-0.2465256269817763,482214702.5991586,393176221.8800268,0.2,2.4044195366400696e+18,0.7333333333333333,0.1130388330520878,210916758.17173076,76,2671040.103664799,2035548.272996224,298,99.66555183946488,259704116123.48212,2738612439633.575,0.0948305471650564,76
140752761.20339862,621235830.2829392,-0.5368128525257316,-0.3141835378078346,636981394.2445365,502216382.1613776,0.1,2.949004913807965e+18,0.7307692307692307,0.1194442533215601,379110522.0013572,72,2495835.257194757,2004755.84561611,298,99.66555183946488,183095240655.0541,2483525831831.681,0.0737239123138153,72
-44422314.48072934,456485684.8167365,0.3293531867229778,-1.1767756046462718,458642041.7563459,392735247.4070582,0.1,9.511696255630208e+17,0.7861111111111111,0.1357137055589568,99642104.79145388,74,829038.4427096171,602616.813093826,298,99.66555183946488,109005792291.2926,308451682972.90656,0.353396652729132,74
-14097584.338842684,208055378.70762843,0.2058182935795428,-1.5669055512188756,208532449.4973516,194258429.0499144,0.1,2.2110594314754704e+17,0.8151515151515152,0.1572257184372466,12671210.706250004,72,291182.4985804693,215118.7555610144,298,99.66555183946488,12726733872.582464,140457750934.80444,0.0906089823301369,72
-5667396.767082011,730379153.2479854,0.0931529018326181,-0.7564526416467814,730401141.0761621,600986643.0788531,0.3,3.4454675065017395e+18,0.8151515151515152,0.1430996236741526,527310876.6629999,72,3748853.212699833,2637355.11357015,298,99.66555183946488,27934697620.174946,3447565473030.5537,0.0081027315764417,72
31047677.488409985,415838197.3110906,0.0329915187147366,-0.7046072336067288,416995641.0088261,343211376.3736834,0.3,1.3456771905749903e+18,0.7666666666666666,0.0942809041582063,263013877.77669236,78,1783971.908457814,1230369.7646487786,298,99.66555183946488,114827598652.56937,2189547305831.89,0.0524435340340555,78
-68771774.15184997,412071267.1848253,0.0292163419619751,-0.8984535447310344,417770614.2840838,344760229.2478593,0.3,1.0934078286930652e+18,0.7999999999999999,0.2348435972120917,80277764.53491668,74,1313462.8051688506,943209.6383463956,298,99.66555183946488,4602657677.779222,1859348549261.6484,0.0024754141334108,74
-7509600.371711999,3745471.2204178087,1.866409107218881,5.176681625979654,8391820.56563384,2729153.71792384,0.9,102694186584212.16,0.8151515151515153,0.2031885407786692,-2558350.7264000005,76,39467.88777420311,27863.8645571266,298,99.66555183946488,4219993.727607451,52974059.58386635,0.0796615128377414,76
104403272.54305202,274025236.904614,-0.6843248844465608,-0.6596143710361932,293240300.399397,231125451.1420865,0.1,4.104018798625353e+17,0.7307692307692307,0.141700019278442,221955571.44454283,76,1624490.3596648767,1182890.102953961,298,99.66555183946488,58332635060.8071,26013677249.584663,2.242383285574839,76
172601500.698786,213169454.15973648,-0.5280719988346863,-0.1693083155076444,274285424.7499,173981230.88066465,0.1,6.684073323138397e+17,0.7128205128205128,0.1499506822278302,241481504.47011423,74,1097844.1816110287,884670.1353915851,298,99.66555183946488,190085966607.50256,590136314753.0641,0.322105184608139,74
318242843.27471995,96261427.00314435,-4.768825101624212,27.98830912308584,332482735.8288843,47573635.97488322,0.1,1.0166601797321218e+16,0.8466666666666667,0.1874981481390031,352258651.6573091,62,474697.2911766081,524870.2985752237,297,99.33110367892976,45251070435.90183,2084201065.019241,21.711470738301376,62
293739511.679625,488370673.7054425,-0.7963533216940417,-0.4731888805748543,569902461.5294203,418715499.13248,0.1,7.578456611236886e+17,0.8454545454545453,0.287192163616933,355940888.83787507,60,536281.4960213458,338936.25013844616,298,99.66555183946488,48487294735.86923,47638767666.66734,1.01781169225743,60
-136941782.78677604,320618379.6187375,0.5497845921083925,-1.2582005006994927,348639064.3949204,290481786.9136638,0.1,5.023217270012061e+17,1.0583333333333331,0.0322748612183951,-97993535.48893334,56,169558.0693975971,75859.025709463,297,99.33110367892976,54117016075.53022,29939781284.135685,1.807528771234058,56
-597949294.5330666,1004241529.038257,0.9575815323122784,0.1181686124345495,1168779024.228998,786542411.0777298,0.1,6.875768427676168e+18,0.93,0.2068010315899479,-419192757.7520001,57,1835901.167079009,1017334.5880066588,298,99.66555183946488,3259564443838.3984,1458884655848.1511,2.2342852334294974,57
538719552.880036,1336881050.3929625,-0.6851412274113367,-0.6050436347119046,1441343019.3937376,1136752216.3048148,0.1,1.255513012205434e+19,1.0148148148148148,0.1415183198114281,965937776.62756,56,3030154.7191008893,1887190.5728555005,298,99.66555183946488,2165170931364.15,654589277583.9696,3.307678578780884,56
-335543729.315244,1956695815.674021,0.0473629755932474,-1.060065455241446,1985257693.4390664,1692572813.8515346,0.1,2.8342338639769194e+19,0.7564102564102565,0.2573316777496283,710062873.9953858,54,6475359.277816205,4238966.4144476205,298,99.66555183946488,5053154225823.919,1662792601612.0947,3.038956404379496,54
-38106818.34410136,998238191.9984614,-0.0287449579527525,-1.6765099608449527,998965273.454822,937895583.3071272,0.1,6.113005585358366e+18,0.8800000000000001,0.2659156090023884,205473421.8814909,55,1127767.009608468,668547.9513863425,298,99.66555183946488,1113834179545.498,486974797368.474,2.2872522059960017,55
-717789534.0000663,1798893644.138647,0.0891135852888076,-0.4752582534402911,1936811854.0639036,1473775593.6693025,0.1,2.812569688921621e+19,0.7076923076923076,0.2569225651256482,66050011.857728586,55,8552483.36679671,5047041.056792209,298,99.66555183946488,3965916610132.68,2579127849081.377,1.537696788294246,55
-236734249.3480213,930949978.9420844,0.4169808340111658,-1.4756721750772075,960578454.9461008,861530074.4912443,0.1,4.713110190384744e+18,0.7999999999999999,0.2870962250261094,-77984942.61579998,54,1210137.262893357,663829.9441749259,297,99.33110367892976,685092521858.6273,701297017511.4597,0.976893534054467,54
-164231263.5098963,821496640.5789739,0.1671984436402059,-1.2580540050339624,837752134.2238387,714799393.6113498,0.1,7.32090491742472e+18,0.9851851851851852,0.2368054424169745,-55899514.22436001,53,1111175.189677979,559349.8612677698,298,99.66555183946488,1904916366592.5293,412074252540.0631,4.622750280684737,53
329484501.25816005,1049990231.5725588,-0.0292053368696563,-0.3731031395118354,1100472408.9985783,876068838.4765973,0.1,8.998553148833496e+18,0.8333333333333334,0.251219249085557,910374843.1246362,56,3487638.661479804,2147882.755922287,298,99.66555183946488,4285767499690.284,2758482498112.471,1.5536685487846589,56
-95739588.21978895,968105663.0325484,0.2447649480000405,-1.5895935469757012,972828167.5343208,897099135.1488968,0.1,6.58522226125051e+18,0.9666666666666666,0.2577203001054045,319015886.94324005,54,1052988.6620264198,554893.9061299178,298,99.66555183946488,1345560834852.7158,563411508770.8094,2.3882381064389606,54
341541671.7156603,873318317.2165508,-0.6937795238584307,-0.0933967228956382,937728956.9509284,693952389.6322991,0.1,6.836908934100378e+18,0.8181818181818182,0.2952019121929104,635365705.3896917,53,1716855.4112060782,991537.128408837,297,99.33110367892976,2001258551466.5725,457537782171.5913,4.3739744113985255,53
-29689505.634976663,11112318.775248865,5.089575819510604,24.541688724357297,31700952.24771741,4216027.750287156,0.0,43080524068403.86,0.893939393939394,0.326232916056649,-26405230.796725005,54,56091.09861367488,46015.70673474287,292,97.65886287625418,158751810.4689518,959233.3343388014,165.4986381164279,54
62638919.0596,224320975.77568623,-0.1531180911383919,-0.6414195613529787,232902413.800096,179538873.90836802,0.1,9.323994839047914e+16,0.8151515151515152,0.264904646981992,111045883.65,57,455699.4388576633,288042.3824633088,298,99.66555183946488,8527047004.66677,37140127520.2813,0.2295912150546699,57
151599785.07330367,180868699.36227277,-0.5547271592087645,-0.0993915148409292,235999960.26116627,157724692.20558786,0.1,2.3924177612153715e+17,1.0296296296296297,0.3116837762958407,241102513.84932995,58,509401.9039099325,219929.21358123783,298,99.66555183946488,3489944850.7970605,158224303175.98917,0.0220569456192534,58
89096060.08484831,287029438.8437035,-0.6386098455317092,-1.2197773244371075,300539525.9954575,258887848.8783185,0.1,1.3159469566109655e+18,0.9925925925925926,0.2599989448116184,175413539.15045002,64,529140.2274798509,326800.44700808846,298,99.66555183946488,434130102098.9428,444748604209.7859,0.9761247095317822,64
65622422.881694034,426612071.11932,-0.3190831730601165,-1.540964888520664,431629657.9355728,396401124.2855308,0.1,1.060258481856454e+18,0.91,0.0760847480700888,194607232.09161815,67,736277.3518795345,389800.177177392,298,99.66555183946488,162560778672.5821,262906745055.4336,0.6183210652823166,67
-19502920.867333338,456741855.9403629,-0.1150872409327597,-0.1645868093384241,457158054.6049743,367287346.5970756,1.0,1.0997454216519826e+18,1.011111111111111,0.0351364184463153,417645421.78,58,2090212.1223633352,1010159.8806964948,297,99.33110367892976,132428232185.19649,612939038348.9839,0.216054491392661,58
73541057.766857,203332687.9416772,-0.1928602667661397,0.7832179798900754,216223192.93511435,149907880.43494707,0.4,3.2528445267216205e+17,0.94,0.22939534045447,229975209.7754636,62,898323.4260813735,463908.6384487732,298,99.66555183946488,132449915502.92664,218176868019.07785,0.6070758862087292,62
3059881.5826086616,267739371.32738912,-0.0776473546523599,-0.3107541705535279,267756855.8115462,214799850.0559877,0.2,8.45558865439257e+17,1.011111111111111,0.1122167215373564,237735684.58058995,60,1359291.511480167,705935.4043190151,298,99.66555183946488,103544256359.16728,1020937508541.2966,0.1014207583646427,60
-10758943.926704025,469048783.7299237,-0.0481240778702484,-1.2600807673033807,469172160.7181512,414437373.692924,0.1,1.249720370961786e+18,0.8787878787878788,0.2142747821777417,210338723.77980003,58,1370983.2192817086,644359.2161215417,297,99.33110367892976,105913286649.32591,68887364869.8404,1.5374849487920514,58
-179412988.91409135,465275703.0021782,0.2504810511297474,-0.8059257511715732,498668728.11041486,391471353.3000331,0.1,1.133881085223953e+18,1.0037037037037038,0.1452494188972413,170214959.97514,57,1829426.749077999,841339.7111151658,297,99.33110367892976,57526400333.77892,37578346755.51965,1.5308390416438218,57
-309683347.3637564,383869411.1324172,0.6887865258677519,0.2652965763559827,493213443.082779,304043882.3502523,1.0,1.1226288428963036e+18,0.8515151515151514,0.2434448214350901,15110488.56705,58,2061696.3832739096,1027125.8286042464,298,99.66555183946488,45103426964.60138,329420178134.34924,0.136917620590341,58
-41813302.44969533,314779781.5839225,0.0040437886687666,-1.2538016214667251,317544741.9746888,276935492.25764275,0.1,3.955467925158434e+17,0.8366666666666667,0.2487524427574085,77762318.20585452,57,734437.5259067663,325259.16821227793,298,99.66555183946488,26024771708.97976,5004873843.629427,5.199885655880419,57
-28481880.89227033,460843384.8795466,-0.1023714883243749,-0.871268059673679,461722690.504159,386748789.2658182,0.1,2.361747659585691e+18,1.0814814814814817,0.0568973759101378,421508445.98753,57,1847718.536997341,810923.4565996054,298,99.66555183946488,799064712441.3285,463680593342.605,1.7233085100262422,57
-148588319.88546136,141511812.1016017,1.4521785977480166,5.3114856049575305,205192791.7122412,99760627.88725202,0.9,7.092083976015627e+16,0.8799999999999999,0.2650786046942806,7670748.7280545505,54,957628.253746416,480798.7229244467,297,99.33110367892976,9445597972.398874,8845172062.161665,1.0678817671400358,54
-123182560.77582663,359404285.3904213,0.6467037556323961,-0.1380072672546228,379928129.5670138,286879563.68550414,0.1,7.57635960329746e+17,0.9962962962962963,0.2843421884099146,108134280.70607,54,1582974.253848313,706621.8456911867,298,99.66555183946488,26133140305.77524,161466550982.31125,0.161848631476857,54
-69883082.49194999,340707975.2581588,0.2570599211042315,-0.7730069253334295,347801048.9102798,284565071.55037934,0.1,3.8778496110639066e+17,1.1041666666666667,0.0309008270295652,179967031.57499996,55,897297.40929054,416658.15624940326,298,99.66555183946488,22626324260.7321,58249196280.154045,0.3884401108628011,55
-97688864.31707469,638873568.3934009,0.1026942669879169,-0.6734935337688235,646299118.5227451,522594216.2204363,0.9,4.5872761397179336e+18,0.94,0.2402776172125346,585033703.3069091,54,3665261.420647117,1673534.4445721244,298,99.66555183946488,858558524230.6635,422924354737.0287,2.0300522176466025,54
-157591615.73878667,109441165.10510243,1.4401845718633624,3.123036678175456,191865801.98337504,84829870.00660063,0.1,3.18574373026535e+16,0.9166666666666666,0.2833333333333333,-156042160.71195555,61,227312.75110241183,254652.6965834433,296,98.99665551839465,1176670191.6316378,4225450463.660793,0.2784721301908741,61
81150754.07873704,301848132.6605752,-0.564462230818756,-1.02380867726617,312566377.0756923,265059308.7459492,0.1,1.563922795040404e+18,1.0074074074074073,0.0377705149155021,113101722.81289,60,632823.8808365979,617094.2956803924,297,99.33110367892976,397733471041.5787,1488646693556.0625,0.2671778822760674,60
-203658510.7761517,989146461.1081696,0.2330616417195581,-1.0590286283904504,1009894801.7166816,853325794.2825425,0.1,9.914331427314651e+18,0.9433333333333332,0.2097882530341275,-17178448.4970637,57,1550290.676869949,752528.3826342667,298,99.66555183946488,2474523904890.576,558331328013.0538,4.43199903128617,57
-787394624.8868699,2052698636.7389493,0.5197084300975953,-0.7604154663607803,2198536328.690221,1712630180.7539785,0.1,3.5276305996100964e+19,0.7833333333333332,0.2709721866279377,-363748463.133,56,5607383.101291952,3835632.9021809455,298,99.66555183946488,15815237006574.506,3188268884560.4736,4.9604464300867,56
75983358.37864803,340599168.66663086,-0.2512247119131597,-0.6163138542594369,348971724.4231947,265878905.0249709,0.1,1.3867329961953e+18,1.1083333333333334,0.1187317237397917,163279007.8016,53,609754.9239477493,545231.7695118106,298,99.66555183946488,265393385159.1799,718725015098.9333,0.3692558065794443,53
-164149399.59398198,1146649534.4732227,0.1633251632732093,-1.5561241686595255,1158339406.3463104,1065587202.929864,0.1,8.997726346301441e+18,0.9766666666666668,0.2928974033495157,438689906.10392725,56,2772568.46773792,2096034.892744976,297,99.33110367892976,2425779030888.0327,758236884902.5907,3.199236385341064,56
-131236138.10298304,1232501577.1138072,-0.1818527409964265,-1.0896565752863037,1239468862.67151,1051900197.7736074,0.1,1.6378299190754808e+19,0.775,0.2442391814958807,15468321.51228459,56,3217039.7809673785,1832239.7907605348,298,99.66555183946488,5885427407709.329,3410625280367.9854,1.7256153707610846,56
-459764473.4760101,937924959.0789005,0.63675576874675,-0.4419682411470162,1044550908.253796,773808181.3202561,0.1,3.5428556427787484e+18,0.7888888888888889,0.225804460365573,-243770083.2155307,56,1470275.559755101,1055584.455986758,298,99.66555183946488,12718342486.504362,3542380258833.972,0.0035903380092488,56
-455005608.661584,672561045.0899817,0.8882588507781669,-0.5998353157852097,812015063.4600487,586746509.0835167,0.1,1.900050454277288e+18,0.96,0.206451500896027,-306733146.31669086,56,958675.1416434756,550911.8758184065,298,99.66555183946488,315200972437.7717,354610073442.3758,0.8888663804103465,56
-672096874.1256046,1035568784.9142668,0.9673109845282634,0.1125447804048747,1234551301.687467,805425334.5893612,0.1,8.071074308676743e+18,0.8606060606060605,0.25695111425091,-542057304.3281084,54,1783380.250615537,1322138.1718698975,298,99.66555183946488,2612745610055.137,2191259043116.756,1.1923490370809269,54
325148840.8497813,504019461.567401,-1.3858790950220234,0.2273821404680314,599797787.8790895,394822394.53875583,0.1,8.739476501197119e+17,0.7888888888888889,0.1945237933334621,343902538.7859462,57,739563.0414329665,596308.850073989,297,99.33110367892976,145405920397.60312,650567116436.9297,0.2235064095984011,57
-7282392.61735,14687115.504589245,0.5120607697075652,-0.3402400962014749,16393431.73586237,11979525.441418666,0.6000000000000001,1605870576808549.8,0.8900000000000002,0.2704112094980943,6296037.7731818175,57,88543.47164641356,43387.59452917422,298,99.66555183946488,110961619.94447096,1876593875.289851,0.0591292668091716,57
39789370.87822131,580394696.2974669,-0.0289022830449468,-1.1183173167487863,581756991.8145492,503225762.33313394,0.1,3.838746251076959e+18,0.9033333333333332,0.1294861639970335,318271663.95952725,63,1941666.7095730668,1332869.8535245638,298,99.66555183946488,1398755851657.833,1740905543868.6746,0.8034645283221341,63
-7261094.833234666,162063320.1806307,-0.3371637966583062,-0.3750837775500772,162225901.8965432,135241915.32158944,0.1,2.808462093867484e+17,0.91,0.1549551906555928,59273050.58385455,63,535857.7134576751,256014.21655243493,298,99.66555183946488,58174972780.76294,92381482991.20566,0.6297254698357783,63
-97444199.02058998,77134065.39159106,0.5879888191022397,5.102580786917981,124278059.07157786,57010232.948722206,0.1,2.5907961882655668e+16,1.0333333333333332,0.1787300882460601,-66550105.26719999,60,428360.0817956413,218938.8424825489,298,99.66555183946488,15274161972.917618,7807175411.448619,1.9564261295473444,60
313004015.14526004,678765016.4117017,-0.9125449131186064,0.9570523331252936,747457999.4898922,494660357.8626638,1.0,2.821758238734514e+18,0.9533333333333334,0.06,1035866806.6881272,60,3800222.867210545,2073903.1645001236,298,99.66555183946488,126104826944.60602,51928555254.85068,2.428429335761782,60
220733326.70031467,129065896.36397666,-2.225027019516917,6.7743815935805305,255697491.42380068,89843873.04116721,0.1,1.024173916607052e+17,1.014814814814815,0.2548837116160778,287160261.6456,60,609142.3057827385,326982.95938842255,298,99.66555183946488,42941845933.55335,36625173168.49386,1.1724680655023711,60
110473204.783725,211042630.21450135,-1.0957254146976183,0.1119107439944016,238208565.6374296,161231577.3808705,0.1,2.2230721547306237e+17,0.9666666666666668,0.3018461712712473,103424921.38872728,55,319223.797037857,190092.6288684049,298,99.66555183946488,22957223644.84243,22442067352.00638,1.0229549392556294,55
-215721168.97256333,481163493.6028655,0.3950293727842323,-1.0171707268916317,527308192.9185284,412234844.2374132,0.1,2.6576650043597804e+18,0.9333333333333332,0.2458545188611436,-74737609.51745453,56,1342812.6058505557,729067.685964969,298,99.66555183946488,533364503335.1911,2477169481663.857,0.2153120758523727,56
-62279403.03386668,523412238.7690243,-0.157911533002625,-0.962021705406952,527104444.807153,448844556.7625102,0.1,3.451809559359035e+18,0.94,0.2678307923546755,276960236.77738184,55,1652013.3905247,813258.1814735691,298,99.66555183946488,852500114339.7135,379711989718.092,2.245122981164307,55
-182247697.5169107,400687813.6529707,0.4688889674394672,-0.0763812140777009,440187400.1606738,308164254.2633079,0.2,9.31406877569521e+17,0.8733333333333333,0.2796028930068102,-79928500.14000002,54,1145352.806048785,591799.1297719874,297,99.33110367892976,761027218538.0001,550064957297.094,1.3835224521073497,54
-45762694.021978,371075809.6696263,0.1319574481291367,-0.1049263289427204,373886989.1907418,297503896.32559085,0.2,9.30430474128988e+17,0.8787878787878788,0.2471137337924256,199629092.21901667,56,1713002.1768602757,714753.1895072871,298,99.66555183946488,43869861366.120255,1637700043697.0186,0.0267874825643201,56
45072848.64462798,1009298294.7822744,-0.1695383405159225,-1.0420282294924177,1010304216.3305806,884888731.1136955,0.3,7.454661958197136e+18,0.6666666666666666,0.1272418020560703,352981747.2811468,72,5217674.375593252,5907879.90447275,298,99.66555183946488,175768795447.42627,10304169116352.594,0.0170580270434889,72
-644053160.0641122,1208979770.869095,0.7380087388114659,0.5470236043248722,1369830850.6378655,916616584.0236298,0.1,3.7715266179844434e+18,0.6466666666666666,0.1988112821897337,-308892573.32306254,55,3423486.040864252,3813084.754421696,298,99.66555183946488,1216170418765.65,628991905089.5037,1.9335231644874544,55
-119329602.41273998,681319278.7445312,-0.0463492893366732,-1.064173939274656,691690330.7123432,594489203.7039044,0.1,2.0987760600593623e+18,0.6880952380952381,0.1824033307170934,-82489515.21072003,56,1177734.153290443,1022509.76733218,298,99.66555183946488,242429671193.80545,1256583271644.1443,0.1929276607960923,56
-673662247.8320681,1303458548.0491428,0.5892585047763563,-0.1222033089979821,1467250834.259955,1048494099.8245811,0.1,6.425944808212728e+18,0.9166666666666666,0.1796601730428249,11260255.73889093,66,3957390.5221018456,3802460.936251867,298,99.66555183946488,208960752336.5492,951963998856.8436,0.2195048894574559,66
-189829899.81884897,87381016.62701952,3.482908006257136,13.05059450147282,208975675.4553164,45248902.32096041,0.1,1.8503959514646108e+16,0.903703703703704,0.1710132797128177,-186721705.06134,66,329944.32686488936,322685.92939563683,295,98.66220735785951,21205653956.05086,5215554057.838285,4.065848751808368,66
-71692448.83690798,890590735.149717,0.0248545560791755,-0.805890236016388,893471692.1955312,744038836.955625,1.1,4.511318287005575e+18,0.8966666666666667,0.0795124029458437,757985675.2592727,65,5387714.312489073,5458635.02279516,298,99.66555183946488,718102265501.8511,819070535327.5203,0.8767282358835004,65
-72168270.58895633,634969519.625482,-0.009129989467536,-0.6108977924641845,639057548.373553,512724033.6937008,1.2000000000000002,2.669253669351662e+18,0.8333333333333333,0.1247219128924647,724352982.3922501,72,4799543.118580065,2924778.1223546998,298,99.66555183946488,11084778651.165672,1136151330007.7263,0.0097564280025005,72
-246029204.5548,686319635.0522512,0.3177980468571284,-0.7344457239407487,729085050.5614024,571769105.789876,0.2,3.994972837118561e+18,0.9433333333333334,0.1238726945070803,596430001.7099999,62,4834412.232979684,3042222.779848571,298,99.66555183946488,744096001508.5713,2877070464330.0425,0.2586297453377952,62
34758882.82902664,575729988.4468262,-0.0530642053367726,-0.3334271492319387,576778293.2223653,451064457.8933,1.2000000000000002,2.009835762524561e+18,0.8733333333333334,0.0742368581710669,688460542.9700274,67,3682338.267364066,1990918.8098424836,298,99.66555183946488,127822112450.60909,157428723245.7932,0.8119364104289953,67
-121360750.61678866,593697756.8220997,0.282140807935598,-0.4212776920018255,605974800.0089306,489636711.4672017,1.1,2.79243003994508e+18,0.9266666666666667,0.0879393730551528,821268737.1597545,63,5040572.464074337,3078665.514735533,298,99.66555183946488,196910578548.20984,483708494785.2861,0.407085219033866,63
-241697321.668992,718191211.1542135,0.4759366351673404,-0.366593162278237,757770553.0575336,586829861.9424461,1.0,4.3237293960238433e+18,0.9740740740740742,0.0733295921230493,803081927.2448,60,5795225.884465782,3446818.5970716374,298,99.66555183946488,193597828718.55692,821983272653.7982,0.2355252657314064,60
107537254.38183,211585736.1365308,-0.7697178242750057,-1.2197295400391006,237345286.06319535,194141964.9621144,0.1,2.856604474892267e+17,0.9233333333333336,0.0746100976186646,144747550.92935455,67,441545.0818633951,446369.3704413491,297,99.33110367892976,61426968583.43869,134269494540.45357,0.4574901305294747,67
-22885691.34021334,191648106.27979067,0.0839749657314492,-0.2990697633719685,193009718.68988737,150755539.5662823,0.5,4.0659916802905856e+17,0.8121212121212121,0.1908369271979852,111711274.69646668,69,1309059.0498187926,1356680.8125043595,298,99.66555183946488,13390931770.977484,193935556905.7837,0.0690483580454664,69
64198778.888588,95701512.32530616,-1.1573229352114611,0.2802518507778835,115240022.00683811,76882516.43316075,0.0,4.337074084659401e+16,0.809090909090909,0.1639727182844689,97571644.21193331,71,301118.2875420215,250687.37691194552,298,99.66555183946488,7807156486.436508,29396558793.219646,0.2655806259961706,71
14400009.839179998,31463390.345137727,-0.9380509262650872,-0.6363065832937385,34602098.42450292,26987698.574607868,0.1,7855642327518835.0,0.95,0.2629955639676583,16910968.721181814,62,70081.26176856105,68521.78454714363,298,99.66555183946488,2245582501.1170344,4712437122.591083,0.4765225386991106,62
607930.8694836807,251229109.259054,-0.1002606282337256,-0.7357894531172109,251229844.80160743,209762427.536514,0.1,6.420862100143628e+17,0.8121212121212121,0.0477212598424958,255374401.06363332,72,1556101.089246814,821936.3473431356,298,99.66555183946488,95849254208.21317,329485168404.9217,0.2909061268895083,72
-47038313.532165,38630991.20546956,1.3994156393893566,3.0196393471373826,60868353.20153917,29125429.523322094,0.2,2.289203424315928e+16,0.8181818181818182,0.1713662486739235,-29977095.99267499,83,211506.0471996553,128566.43653017956,298,99.66555183946488,3859203178.094675,22974867816.9962,0.1679749894029744,83
-130939.291335996,190953093.94951877,0.2962452566118992,-1.5783667789702598,190953138.842994,179448213.9392346,0.1,3.0182726620812045e+17,0.809090909090909,0.1005951071072596,90116579.69335,69,478740.2167039997,309345.7587367629,298,99.66555183946488,44002388111.43276,202971504803.5897,0.2167909636084766,69
